filename,filepath,class,test_block,granica_na,pozicija,tacno,predikcija,tacan_pogodak
frame3253.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame3253.jpg,jerry,65,pocetku,blizu,jerry,jerry,True
frame3254.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame3254.jpg,jerry,65,pocetku,blizu,jerry,jerry,True
frame3295.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3295.jpg,neither,65,pocetku,daleko,neither,neither,True
frame3296.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3296.jpg,neither,65,pocetku,daleko,neither,neither,True
frame3297.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3297.jpg,neither,65,pocetku,daleko,neither,neither,True
frame3298.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3298.jpg,neither,65,pocetku,daleko,neither,neither,True
frame3299.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3299.jpg,neither,65,pocetku,daleko,neither,neither,True
frame3295.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3295.jpg,neither,65,kraju,blizu,neither,neither,True
frame3296.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3296.jpg,neither,65,kraju,blizu,neither,neither,True
frame3297.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3297.jpg,neither,65,kraju,blizu,neither,neither,True
frame3298.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3298.jpg,neither,65,kraju,blizu,neither,neither,True
frame3299.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame3299.jpg,neither,65,kraju,blizu,neither,neither,True
frame3250.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame3250.jpg,jerry,65,kraju,daleko,jerry,jerry,True
frame3251.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame3251.jpg,jerry,65,kraju,daleko,jerry,jerry,True
frame3252.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame3252.jpg,jerry,65,kraju,daleko,jerry,jerry,True
frame3253.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame3253.jpg,jerry,65,kraju,daleko,jerry,jerry,True
frame3254.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame3254.jpg,jerry,65,kraju,daleko,jerry,jerry,True
frame4045.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4045.jpg,neither,80,kraju,blizu,neither,neither,True
frame4046.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4046.jpg,neither,80,kraju,blizu,neither,neither,True
frame4047.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4047.jpg,neither,80,kraju,blizu,neither,neither,True
frame4048.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4048.jpg,neither,80,kraju,blizu,neither,neither,True
frame4049.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4049.jpg,neither,80,kraju,blizu,neither,neither,True
frame4000.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4000.jpg,neither,80,kraju,daleko,neither,neither,True
frame4001.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4001.jpg,neither,80,kraju,daleko,neither,neither,True
frame4002.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4002.jpg,neither,80,kraju,daleko,neither,neither,True
frame4003.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4003.jpg,neither,80,kraju,daleko,neither,neither,True
frame4004.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4004.jpg,neither,80,kraju,daleko,neither,jerry,False
frame4200.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4200.jpg,tom,84,pocetku,blizu,tom,tom,True
frame4201.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4201.jpg,tom,84,pocetku,blizu,tom,tom,True
frame4202.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4202.jpg,tom,84,pocetku,blizu,tom,tom,True
frame4203.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4203.jpg,tom,84,pocetku,blizu,tom,tom,True
frame4204.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4204.jpg,tom,84,pocetku,blizu,tom,tom,True
frame4245.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4245.jpg,neither,84,pocetku,daleko,neither,neither,True
frame4246.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4246.jpg,neither,84,pocetku,daleko,neither,neither,True
frame4247.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4247.jpg,tom,84,pocetku,daleko,tom,tom,True
frame4248.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4248.jpg,neither,84,pocetku,daleko,neither,neither,True
frame4249.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4249.jpg,neither,84,pocetku,daleko,neither,neither,True
frame4245.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4245.jpg,neither,84,kraju,blizu,neither,neither,True
frame4246.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4246.jpg,neither,84,kraju,blizu,neither,neither,True
frame4247.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4247.jpg,tom,84,kraju,blizu,tom,tom,True
frame4248.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4248.jpg,neither,84,kraju,blizu,neither,neither,True
frame4249.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4249.jpg,neither,84,kraju,blizu,neither,neither,True
frame4200.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4200.jpg,tom,84,kraju,daleko,tom,tom,True
frame4201.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4201.jpg,tom,84,kraju,daleko,tom,tom,True
frame4202.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4202.jpg,tom,84,kraju,daleko,tom,tom,True
frame4203.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4203.jpg,tom,84,kraju,daleko,tom,tom,True
frame4204.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4204.jpg,tom,84,kraju,daleko,tom,tom,True
frame4400.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4400.jpg,jerry,88,pocetku,blizu,jerry,jerry,True
frame4401.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4401.jpg,jerry,88,pocetku,blizu,jerry,jerry,True
frame4402.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4402.jpg,jerry,88,pocetku,blizu,jerry,jerry,True
frame4403.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4403.jpg,jerry,88,pocetku,blizu,jerry,jerry,True
frame4404.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4404.jpg,jerry,88,pocetku,blizu,jerry,jerry,True
frame4445.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4445.jpg,tom,88,pocetku,daleko,tom,tom,True
frame4446.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4446.jpg,tom,88,pocetku,daleko,tom,tom,True
frame4447.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4447.jpg,neither,88,pocetku,daleko,neither,neither,True
frame4448.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4448.jpg,tom,88,pocetku,daleko,tom,tom,True
frame4449.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4449.jpg,tom,88,pocetku,daleko,tom,tom,True
frame4445.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4445.jpg,tom,88,kraju,blizu,tom,tom,True
frame4446.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4446.jpg,tom,88,kraju,blizu,tom,tom,True
frame4447.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4447.jpg,neither,88,kraju,blizu,neither,neither,True
frame4448.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4448.jpg,tom,88,kraju,blizu,tom,tom,True
frame4449.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4449.jpg,tom,88,kraju,blizu,tom,tom,True
frame4400.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4400.jpg,jerry,88,kraju,daleko,jerry,jerry,True
frame4401.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4401.jpg,jerry,88,kraju,daleko,jerry,jerry,True
frame4402.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4402.jpg,jerry,88,kraju,daleko,jerry,jerry,True
frame4403.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4403.jpg,jerry,88,kraju,daleko,jerry,jerry,True
frame4404.jpg,../data/tom_and_jerry/tom_and_jerry/jerry/frame4404.jpg,jerry,88,kraju,daleko,jerry,jerry,True
frame4500.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4500.jpg,tom,90,pocetku,blizu,tom,tom,True
frame4501.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4501.jpg,tom,90,pocetku,blizu,tom,tom,True
frame4502.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4502.jpg,tom,90,pocetku,blizu,tom,tom,True
frame4503.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4503.jpg,neither,90,pocetku,blizu,neither,neither,True
frame4504.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4504.jpg,neither,90,pocetku,blizu,neither,neither,True
frame4545.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4545.jpg,neither,90,pocetku,daleko,neither,neither,True
frame4546.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4546.jpg,neither,90,pocetku,daleko,neither,neither,True
frame4547.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4547.jpg,neither,90,pocetku,daleko,neither,neither,True
frame4548.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4548.jpg,neither,90,pocetku,daleko,neither,neither,True
frame4549.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4549.jpg,neither,90,pocetku,daleko,neither,neither,True
frame4545.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4545.jpg,neither,90,kraju,blizu,neither,neither,True
frame4546.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4546.jpg,neither,90,kraju,blizu,neither,neither,True
frame4547.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4547.jpg,neither,90,kraju,blizu,neither,neither,True
frame4548.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4548.jpg,neither,90,kraju,blizu,neither,neither,True
frame4549.jpg,../data/tom_and_jerry/tom_and_jerry/tom_jerry_0/frame4549.jpg,neither,90,kraju,blizu,neither,neither,True
frame4500.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4500.jpg,tom,90,kraju,daleko,tom,tom,True
frame4501.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4501.jpg,tom,90,kraju,daleko,tom,tom,True
frame4502.jpg,../data/tom_and_jerry/tom_and_jerry/tom/frame4502.jpg,tom,90,kraju,daleko,tom,tom,True
