filename,tom,jerry,class,split
frame73.jpg,0,0,neither,train
frame74.jpg,0,0,neither,train
frame75.jpg,0,0,neither,train
frame76.jpg,0,0,neither,train
frame77.jpg,0,0,neither,train
frame78.jpg,0,0,neither,train
frame79.jpg,0,0,neither,train
frame80.jpg,0,0,neither,train
frame81.jpg,0,0,neither,train
frame82.jpg,0,0,neither,train
frame83.jpg,0,0,neither,train
frame84.jpg,0,0,neither,train
frame85.jpg,0,0,neither,train
frame86.jpg,0,0,neither,train
frame87.jpg,0,0,neither,train
frame88.jpg,0,0,neither,train
frame89.jpg,0,0,neither,train
frame90.jpg,0,0,neither,train
frame91.jpg,0,0,neither,train
frame92.jpg,0,0,neither,train
frame93.jpg,0,0,neither,train
frame94.jpg,0,0,neither,train
frame95.jpg,0,0,neither,train
frame96.jpg,0,0,neither,train
frame97.jpg,0,0,neither,train
frame98.jpg,0,0,neither,train
frame99.jpg,0,1,jerry,train
frame100.jpg,0,1,jerry,train
frame101.jpg,1,1,both,train
frame102.jpg,1,1,both,train
frame103.jpg,1,1,both,train
frame104.jpg,0,1,jerry,train
frame105.jpg,0,1,jerry,train
frame106.jpg,0,1,jerry,train
frame107.jpg,1,1,both,train
frame108.jpg,0,0,neither,train
frame109.jpg,1,0,tom,train
frame110.jpg,1,0,tom,train
frame111.jpg,1,0,tom,train
frame112.jpg,1,0,tom,train
frame113.jpg,0,1,jerry,train
frame114.jpg,0,1,jerry,train
frame115.jpg,0,0,neither,train
frame116.jpg,1,0,tom,train
frame117.jpg,1,0,tom,train
frame118.jpg,1,0,tom,train
frame119.jpg,1,0,tom,train
frame120.jpg,1,0,tom,train
frame121.jpg,1,0,tom,train
frame122.jpg,1,0,tom,train
frame123.jpg,1,0,tom,train
frame124.jpg,1,0,tom,train
frame125.jpg,1,0,tom,train
frame126.jpg,1,0,tom,train
frame127.jpg,0,0,neither,train
frame128.jpg,1,0,tom,train
frame129.jpg,1,0,tom,train
frame130.jpg,1,0,tom,train
frame131.jpg,0,0,neither,train
frame132.jpg,0,0,neither,train
frame133.jpg,0,0,neither,train
frame134.jpg,0,1,jerry,train
frame135.jpg,0,1,jerry,train
frame136.jpg,0,1,jerry,train
frame137.jpg,1,0,tom,train
frame138.jpg,1,0,tom,train
frame139.jpg,0,0,neither,train
frame140.jpg,0,0,neither,train
frame141.jpg,1,0,tom,train
frame142.jpg,1,0,tom,train
frame143.jpg,1,0,tom,train
frame144.jpg,1,0,tom,train
frame145.jpg,1,0,tom,train
frame146.jpg,1,0,tom,train
frame147.jpg,0,0,neither,train
frame148.jpg,0,0,neither,train
frame149.jpg,0,0,neither,train
frame150.jpg,0,0,neither,train
frame151.jpg,1,0,tom,train
frame152.jpg,1,0,tom,train
frame153.jpg,1,0,tom,train
frame154.jpg,1,0,tom,train
frame155.jpg,1,0,tom,train
frame156.jpg,1,0,tom,train
frame157.jpg,0,1,jerry,train
frame158.jpg,1,0,tom,train
frame159.jpg,1,0,tom,train
frame160.jpg,1,0,tom,train
frame161.jpg,1,0,tom,train
frame162.jpg,1,0,tom,train
frame163.jpg,1,0,tom,train
frame164.jpg,1,0,tom,train
frame165.jpg,1,0,tom,train
frame166.jpg,1,0,tom,train
frame167.jpg,1,0,tom,train
frame168.jpg,0,0,neither,train
frame169.jpg,1,0,tom,train
frame170.jpg,1,0,tom,train
frame171.jpg,1,0,tom,train
frame172.jpg,0,0,neither,train
frame173.jpg,0,0,neither,train
frame174.jpg,1,0,tom,train
frame175.jpg,1,0,tom,train
frame176.jpg,1,0,tom,train
frame177.jpg,1,0,tom,train
frame178.jpg,1,0,tom,train
frame179.jpg,1,1,both,train
frame180.jpg,1,1,both,train
frame181.jpg,1,1,both,train
frame182.jpg,0,0,neither,train
frame183.jpg,0,0,neither,train
frame184.jpg,0,0,neither,train
frame185.jpg,1,1,both,train
frame186.jpg,1,1,both,train
frame187.jpg,1,0,tom,train
frame188.jpg,0,0,neither,train
frame189.jpg,0,0,neither,train
frame190.jpg,0,0,neither,train
frame191.jpg,0,0,neither,train
frame192.jpg,0,0,neither,train
frame193.jpg,0,0,neither,train
frame194.jpg,1,0,tom,train
frame195.jpg,1,1,both,train
frame196.jpg,1,1,both,train
frame197.jpg,1,1,both,train
frame198.jpg,1,1,both,train
frame199.jpg,1,1,both,train
frame200.jpg,1,1,both,train
frame201.jpg,1,1,both,train
frame202.jpg,1,1,both,train
frame203.jpg,1,1,both,train
frame204.jpg,1,1,both,train
frame205.jpg,0,0,neither,train
frame206.jpg,0,0,neither,train
frame207.jpg,1,0,tom,train
frame208.jpg,1,0,tom,train
frame209.jpg,1,0,tom,train
frame210.jpg,1,0,tom,train
frame211.jpg,1,0,tom,train
frame212.jpg,0,0,neither,train
frame213.jpg,0,0,neither,train
frame214.jpg,0,0,neither,train
frame215.jpg,0,1,jerry,train
frame216.jpg,0,1,jerry,train
frame217.jpg,0,1,jerry,train
frame218.jpg,0,0,neither,train
frame219.jpg,0,0,neither,train
frame220.jpg,0,0,neither,train
frame221.jpg,0,0,neither,train
frame222.jpg,0,1,jerry,train
frame223.jpg,0,1,jerry,train
frame224.jpg,0,1,jerry,train
frame225.jpg,0,0,neither,train
frame226.jpg,0,0,neither,train
frame227.jpg,1,0,tom,train
frame228.jpg,1,0,tom,train
frame229.jpg,1,0,tom,train
frame230.jpg,1,0,tom,train
frame231.jpg,1,0,tom,train
frame232.jpg,1,0,tom,train
frame233.jpg,1,0,tom,train
frame234.jpg,1,0,tom,train
frame235.jpg,1,0,tom,train
frame236.jpg,0,0,neither,train
frame237.jpg,1,0,tom,train
frame238.jpg,1,0,tom,train
frame239.jpg,0,0,neither,train
frame240.jpg,0,0,neither,train
frame241.jpg,1,0,tom,train
frame242.jpg,1,0,tom,train
frame243.jpg,1,0,tom,train
frame244.jpg,1,0,tom,train
frame245.jpg,1,0,tom,train
frame246.jpg,1,0,tom,train
frame247.jpg,1,0,tom,train
frame248.jpg,0,0,neither,train
frame249.jpg,0,0,neither,train
frame250.jpg,0,0,neither,train
frame251.jpg,0,0,neither,train
frame252.jpg,0,0,neither,train
frame253.jpg,0,0,neither,train
frame254.jpg,0,0,neither,train
frame255.jpg,0,0,neither,train
frame256.jpg,0,0,neither,train
frame257.jpg,0,0,neither,train
frame258.jpg,0,0,neither,train
frame259.jpg,0,0,neither,train
frame260.jpg,0,0,neither,train
frame261.jpg,0,0,neither,train
frame262.jpg,0,0,neither,train
frame263.jpg,0,0,neither,train
frame264.jpg,0,0,neither,train
frame265.jpg,0,0,neither,train
frame266.jpg,0,0,neither,train
frame267.jpg,0,0,neither,train
frame268.jpg,0,0,neither,train
frame269.jpg,1,1,both,train
frame270.jpg,1,1,both,train
frame271.jpg,1,1,both,train
frame272.jpg,0,0,neither,train
frame273.jpg,0,0,neither,train
frame274.jpg,0,0,neither,train
frame275.jpg,0,0,neither,train
frame276.jpg,0,0,neither,train
frame277.jpg,1,0,tom,train
frame278.jpg,1,0,tom,train
frame279.jpg,1,0,tom,train
frame280.jpg,1,0,tom,train
frame281.jpg,1,0,tom,train
frame282.jpg,1,0,tom,train
frame283.jpg,1,0,tom,train
frame284.jpg,1,0,tom,train
frame285.jpg,1,0,tom,train
frame286.jpg,1,0,tom,train
frame287.jpg,0,0,neither,train
frame288.jpg,0,0,neither,train
frame289.jpg,1,1,both,train
frame290.jpg,1,1,both,train
frame291.jpg,1,1,both,train
frame292.jpg,1,1,both,train
frame293.jpg,0,0,neither,train
frame294.jpg,1,1,both,train
frame295.jpg,0,0,neither,train
frame296.jpg,0,0,neither,train
frame297.jpg,0,0,neither,train
frame298.jpg,0,0,neither,train
frame299.jpg,0,0,neither,train
frame300.jpg,1,1,both,val
frame301.jpg,1,1,both,val
frame302.jpg,1,0,tom,val
frame303.jpg,1,0,tom,val
frame304.jpg,0,1,jerry,val
frame305.jpg,0,1,jerry,val
frame306.jpg,0,1,jerry,val
frame307.jpg,0,1,jerry,val
frame308.jpg,1,1,both,val
frame309.jpg,1,0,tom,val
frame310.jpg,0,0,neither,val
frame311.jpg,0,1,jerry,val
frame312.jpg,0,1,jerry,val
frame313.jpg,0,1,jerry,val
frame314.jpg,0,1,jerry,val
frame315.jpg,0,1,jerry,val
frame316.jpg,0,1,jerry,val
frame317.jpg,0,1,jerry,val
frame318.jpg,0,1,jerry,val
frame319.jpg,0,1,jerry,val
frame320.jpg,0,1,jerry,val
frame321.jpg,1,0,tom,val
frame322.jpg,1,0,tom,val
frame323.jpg,1,0,tom,val
frame324.jpg,0,1,jerry,val
frame325.jpg,1,1,both,val
frame326.jpg,1,1,both,val
frame327.jpg,0,1,jerry,val
frame328.jpg,0,1,jerry,val
frame329.jpg,0,1,jerry,val
frame330.jpg,0,1,jerry,val
frame331.jpg,0,1,jerry,val
frame332.jpg,0,1,jerry,val
frame333.jpg,0,1,jerry,val
frame334.jpg,0,1,jerry,val
frame335.jpg,0,1,jerry,val
frame336.jpg,0,1,jerry,val
frame337.jpg,0,1,jerry,val
frame338.jpg,0,1,jerry,val
frame339.jpg,0,1,jerry,val
frame340.jpg,0,1,jerry,val
frame341.jpg,0,1,jerry,val
frame342.jpg,0,0,neither,val
frame343.jpg,0,1,jerry,val
frame344.jpg,0,1,jerry,val
frame345.jpg,1,0,tom,val
frame346.jpg,1,0,tom,val
frame347.jpg,1,1,both,val
frame348.jpg,1,1,both,val
frame349.jpg,1,1,both,val
frame350.jpg,1,1,both,train
frame351.jpg,1,1,both,train
frame352.jpg,1,1,both,train
frame353.jpg,1,1,both,train
frame354.jpg,1,1,both,train
frame355.jpg,1,1,both,train
frame356.jpg,1,1,both,train
frame357.jpg,1,1,both,train
frame358.jpg,1,1,both,train
frame359.jpg,1,1,both,train
frame360.jpg,0,1,jerry,train
frame361.jpg,0,0,neither,train
frame362.jpg,0,0,neither,train
frame363.jpg,0,0,neither,train
frame364.jpg,1,0,tom,train
frame365.jpg,1,0,tom,train
frame366.jpg,1,0,tom,train
frame367.jpg,1,0,tom,train
frame368.jpg,1,0,tom,train
frame369.jpg,1,0,tom,train
frame370.jpg,0,0,neither,train
frame371.jpg,0,0,neither,train
frame372.jpg,0,0,neither,train
frame373.jpg,0,0,neither,train
frame374.jpg,0,0,neither,train
frame375.jpg,0,0,neither,train
frame376.jpg,0,0,neither,train
frame377.jpg,0,0,neither,train
frame378.jpg,0,0,neither,train
frame379.jpg,0,0,neither,train
frame380.jpg,0,0,neither,train
frame381.jpg,0,0,neither,train
frame382.jpg,0,0,neither,train
frame383.jpg,0,0,neither,train
frame384.jpg,1,0,tom,train
frame385.jpg,1,0,tom,train
frame386.jpg,1,0,tom,train
frame387.jpg,1,0,tom,train
frame388.jpg,1,0,tom,train
frame389.jpg,1,0,tom,train
frame390.jpg,1,0,tom,train
frame391.jpg,0,0,neither,train
frame392.jpg,0,0,neither,train
frame393.jpg,0,0,neither,train
frame394.jpg,0,0,neither,train
frame395.jpg,1,0,tom,train
frame396.jpg,1,0,tom,train
frame397.jpg,1,0,tom,train
frame398.jpg,0,0,neither,train
frame399.jpg,1,0,tom,train
frame400.jpg,1,0,tom,train
frame401.jpg,1,0,tom,train
frame402.jpg,1,0,tom,train
frame403.jpg,1,0,tom,train
frame404.jpg,1,0,tom,train
frame405.jpg,1,0,tom,train
frame406.jpg,1,0,tom,train
frame407.jpg,1,0,tom,train
frame408.jpg,1,0,tom,train
frame409.jpg,1,0,tom,train
frame410.jpg,1,0,tom,train
frame411.jpg,1,0,tom,train
frame412.jpg,1,0,tom,train
frame413.jpg,1,0,tom,train
frame414.jpg,1,0,tom,train
frame415.jpg,1,0,tom,train
frame416.jpg,1,0,tom,train
frame417.jpg,1,0,tom,train
frame418.jpg,1,0,tom,train
frame419.jpg,1,0,tom,train
frame420.jpg,1,0,tom,train
frame421.jpg,1,0,tom,train
frame422.jpg,1,0,tom,train
frame423.jpg,1,0,tom,train
frame424.jpg,1,0,tom,train
frame425.jpg,1,0,tom,train
frame426.jpg,1,0,tom,train
frame427.jpg,1,0,tom,train
frame428.jpg,0,0,neither,train
frame429.jpg,1,0,tom,train
frame430.jpg,1,0,tom,train
frame431.jpg,1,0,tom,train
frame432.jpg,1,0,tom,train
frame433.jpg,1,0,tom,train
frame434.jpg,1,0,tom,train
frame435.jpg,1,0,tom,train
frame436.jpg,1,0,tom,train
frame437.jpg,1,0,tom,train
frame438.jpg,1,0,tom,train
frame439.jpg,1,0,tom,train
frame440.jpg,1,0,tom,train
frame441.jpg,1,0,tom,train
frame442.jpg,1,0,tom,train
frame443.jpg,0,0,neither,train
frame444.jpg,0,0,neither,train
frame445.jpg,1,0,tom,train
frame446.jpg,1,0,tom,train
frame447.jpg,1,0,tom,train
frame448.jpg,1,0,tom,train
frame449.jpg,1,0,tom,train
frame450.jpg,1,0,tom,train
frame451.jpg,1,0,tom,train
frame452.jpg,1,0,tom,train
frame453.jpg,0,0,neither,train
frame454.jpg,1,0,tom,train
frame455.jpg,1,0,tom,train
frame456.jpg,0,0,neither,train
frame457.jpg,1,0,tom,train
frame458.jpg,1,0,tom,train
frame459.jpg,1,0,tom,train
frame460.jpg,1,0,tom,train
frame461.jpg,0,0,neither,train
frame462.jpg,0,0,neither,train
frame463.jpg,0,0,neither,train
frame464.jpg,1,0,tom,train
frame465.jpg,1,0,tom,train
frame466.jpg,1,0,tom,train
frame467.jpg,1,0,tom,train
frame468.jpg,1,0,tom,train
frame469.jpg,1,0,tom,train
frame470.jpg,1,0,tom,train
frame471.jpg,1,0,tom,train
frame472.jpg,0,0,neither,train
frame473.jpg,0,0,neither,train
frame474.jpg,0,0,neither,train
frame475.jpg,0,0,neither,train
frame476.jpg,0,0,neither,train
frame477.jpg,0,1,jerry,train
frame478.jpg,0,1,jerry,train
frame479.jpg,0,1,jerry,train
frame480.jpg,0,1,jerry,train
frame481.jpg,0,1,jerry,train
frame482.jpg,0,1,jerry,train
frame483.jpg,0,1,jerry,train
frame484.jpg,0,1,jerry,train
frame485.jpg,1,0,tom,train
frame486.jpg,1,0,tom,train
frame487.jpg,1,0,tom,train
frame488.jpg,1,0,tom,train
frame489.jpg,1,0,tom,train
frame490.jpg,0,1,jerry,train
frame491.jpg,0,1,jerry,train
frame492.jpg,1,1,both,train
frame493.jpg,0,1,jerry,train
frame494.jpg,1,1,both,train
frame495.jpg,1,1,both,train
frame496.jpg,1,1,both,train
frame497.jpg,1,1,both,train
frame498.jpg,1,1,both,train
frame499.jpg,1,1,both,train
frame500.jpg,1,1,both,train
frame501.jpg,1,1,both,train
frame502.jpg,1,0,tom,train
frame503.jpg,1,0,tom,train
frame504.jpg,1,0,tom,train
frame505.jpg,0,0,neither,train
frame506.jpg,0,0,neither,train
frame507.jpg,0,0,neither,train
frame508.jpg,0,0,neither,train
frame509.jpg,1,0,tom,train
frame510.jpg,1,0,tom,train
frame511.jpg,1,0,tom,train
frame512.jpg,1,0,tom,train
frame513.jpg,1,0,tom,train
frame514.jpg,1,0,tom,train
frame515.jpg,1,0,tom,train
frame516.jpg,1,0,tom,train
frame517.jpg,1,0,tom,train
frame518.jpg,1,0,tom,train
frame519.jpg,0,0,neither,train
frame520.jpg,0,0,neither,train
frame521.jpg,0,0,neither,train
frame522.jpg,0,0,neither,train
frame523.jpg,0,0,neither,train
frame524.jpg,0,0,neither,train
frame525.jpg,0,0,neither,train
frame526.jpg,0,0,neither,train
frame527.jpg,0,0,neither,train
frame528.jpg,0,0,neither,train
frame529.jpg,0,0,neither,train
frame530.jpg,0,0,neither,train
frame531.jpg,0,0,neither,train
frame532.jpg,0,0,neither,train
frame533.jpg,1,0,tom,train
frame534.jpg,1,0,tom,train
frame535.jpg,1,0,tom,train
frame536.jpg,1,0,tom,train
frame537.jpg,1,0,tom,train
frame538.jpg,1,0,tom,train
frame539.jpg,1,0,tom,train
frame540.jpg,1,0,tom,train
frame541.jpg,0,0,neither,train
frame542.jpg,1,0,tom,train
frame543.jpg,1,0,tom,train
frame544.jpg,1,0,tom,train
frame545.jpg,1,0,tom,train
frame546.jpg,1,0,tom,train
frame547.jpg,1,0,tom,train
frame548.jpg,1,0,tom,train
frame549.jpg,1,0,tom,train
frame550.jpg,1,0,tom,test
frame551.jpg,1,0,tom,test
frame552.jpg,1,0,tom,test
frame553.jpg,1,0,tom,test
frame554.jpg,0,0,neither,test
frame555.jpg,0,0,neither,test
frame556.jpg,1,0,tom,test
frame557.jpg,1,0,tom,test
frame558.jpg,1,0,tom,test
frame559.jpg,1,0,tom,test
frame560.jpg,0,0,neither,test
frame561.jpg,0,0,neither,test
frame562.jpg,0,0,neither,test
frame563.jpg,0,0,neither,test
frame564.jpg,0,0,neither,test
frame565.jpg,1,0,tom,test
frame566.jpg,1,0,tom,test
frame567.jpg,1,0,tom,test
frame568.jpg,1,0,tom,test
frame569.jpg,1,0,tom,test
frame570.jpg,1,0,tom,test
frame571.jpg,1,0,tom,test
frame572.jpg,1,0,tom,test
frame573.jpg,1,0,tom,test
frame574.jpg,1,0,tom,test
frame575.jpg,1,0,tom,test
frame576.jpg,1,0,tom,test
frame577.jpg,1,0,tom,test
frame578.jpg,1,0,tom,test
frame579.jpg,1,0,tom,test
frame580.jpg,1,0,tom,test
frame581.jpg,1,0,tom,test
frame582.jpg,1,0,tom,test
frame583.jpg,1,0,tom,test
frame584.jpg,0,0,neither,test
frame585.jpg,1,0,tom,test
frame586.jpg,1,0,tom,test
frame587.jpg,1,0,tom,test
frame588.jpg,1,0,tom,test
frame589.jpg,1,0,tom,test
frame590.jpg,1,0,tom,test
frame591.jpg,0,0,neither,test
frame592.jpg,0,0,neither,test
frame593.jpg,0,0,neither,test
frame594.jpg,0,0,neither,test
frame595.jpg,0,0,neither,test
frame596.jpg,0,0,neither,test
frame597.jpg,0,0,neither,test
frame598.jpg,0,0,neither,test
frame599.jpg,0,0,neither,test
frame600.jpg,0,0,neither,train
frame601.jpg,0,0,neither,train
frame602.jpg,0,0,neither,train
frame603.jpg,0,0,neither,train
frame604.jpg,0,0,neither,train
frame605.jpg,0,0,neither,train
frame606.jpg,0,1,jerry,train
frame607.jpg,0,1,jerry,train
frame608.jpg,0,1,jerry,train
frame609.jpg,0,1,jerry,train
frame610.jpg,0,0,neither,train
frame611.jpg,0,0,neither,train
frame612.jpg,0,0,neither,train
frame613.jpg,0,1,jerry,train
frame614.jpg,0,1,jerry,train
frame615.jpg,0,1,jerry,train
frame616.jpg,0,1,jerry,train
frame617.jpg,0,1,jerry,train
frame618.jpg,0,1,jerry,train
frame619.jpg,0,1,jerry,train
frame620.jpg,0,0,neither,train
frame621.jpg,0,0,neither,train
frame622.jpg,0,0,neither,train
frame623.jpg,0,0,neither,train
frame624.jpg,0,0,neither,train
frame625.jpg,0,0,neither,train
frame626.jpg,0,0,neither,train
frame627.jpg,0,0,neither,train
frame628.jpg,0,0,neither,train
frame629.jpg,0,0,neither,train
frame630.jpg,0,0,neither,train
frame631.jpg,0,0,neither,train
frame632.jpg,0,0,neither,train
frame633.jpg,0,0,neither,train
frame634.jpg,0,0,neither,train
frame635.jpg,0,1,jerry,train
frame636.jpg,0,1,jerry,train
frame637.jpg,0,0,neither,train
frame638.jpg,0,0,neither,train
frame639.jpg,0,0,neither,train
frame640.jpg,0,0,neither,train
frame641.jpg,0,0,neither,train
frame642.jpg,1,1,both,train
frame643.jpg,1,1,both,train
frame644.jpg,1,1,both,train
frame645.jpg,1,1,both,train
frame646.jpg,1,1,both,train
frame647.jpg,1,1,both,train
frame648.jpg,1,1,both,train
frame649.jpg,1,1,both,train
frame650.jpg,1,1,both,train
frame651.jpg,1,1,both,train
frame652.jpg,1,1,both,train
frame653.jpg,1,1,both,train
frame654.jpg,1,1,both,train
frame655.jpg,1,1,both,train
frame656.jpg,1,1,both,train
frame657.jpg,1,1,both,train
frame658.jpg,1,1,both,train
frame659.jpg,1,1,both,train
frame660.jpg,1,1,both,train
frame661.jpg,1,1,both,train
frame662.jpg,1,1,both,train
frame663.jpg,1,1,both,train
frame664.jpg,1,1,both,train
frame665.jpg,1,1,both,train
frame666.jpg,1,1,both,train
frame667.jpg,1,1,both,train
frame668.jpg,1,1,both,train
frame669.jpg,1,1,both,train
frame670.jpg,1,1,both,train
frame671.jpg,1,1,both,train
frame672.jpg,1,1,both,train
frame673.jpg,1,1,both,train
frame674.jpg,1,1,both,train
frame675.jpg,1,1,both,train
frame676.jpg,1,0,tom,train
frame677.jpg,1,0,tom,train
frame678.jpg,1,0,tom,train
frame679.jpg,1,1,both,train
frame680.jpg,1,1,both,train
frame681.jpg,1,1,both,train
frame682.jpg,1,1,both,train
frame683.jpg,1,1,both,train
frame684.jpg,1,1,both,train
frame685.jpg,1,1,both,train
frame686.jpg,0,0,neither,train
frame687.jpg,0,0,neither,train
frame688.jpg,0,1,jerry,train
frame689.jpg,0,1,jerry,train
frame690.jpg,0,1,jerry,train
frame691.jpg,0,1,jerry,train
frame692.jpg,0,1,jerry,train
frame693.jpg,0,1,jerry,train
frame694.jpg,0,1,jerry,train
frame695.jpg,0,1,jerry,train
frame696.jpg,0,0,neither,train
frame697.jpg,0,0,neither,train
frame698.jpg,0,0,neither,train
frame699.jpg,0,0,neither,train
frame700.jpg,0,0,neither,train
frame701.jpg,0,0,neither,train
frame702.jpg,0,0,neither,train
frame703.jpg,0,0,neither,train
frame704.jpg,0,1,jerry,train
frame705.jpg,0,1,jerry,train
frame706.jpg,0,1,jerry,train
frame707.jpg,0,1,jerry,train
frame708.jpg,0,1,jerry,train
frame709.jpg,1,1,both,train
frame710.jpg,1,1,both,train
frame711.jpg,1,1,both,train
frame712.jpg,1,1,both,train
frame713.jpg,1,1,both,train
frame714.jpg,1,1,both,train
frame715.jpg,1,0,tom,train
frame716.jpg,0,1,jerry,train
frame717.jpg,0,1,jerry,train
frame718.jpg,1,0,tom,train
frame719.jpg,1,0,tom,train
frame720.jpg,1,0,tom,train
frame721.jpg,1,1,both,train
frame722.jpg,1,1,both,train
frame723.jpg,1,1,both,train
frame724.jpg,1,1,both,train
frame725.jpg,1,1,both,train
frame726.jpg,1,1,both,train
frame727.jpg,1,1,both,train
frame728.jpg,0,0,neither,train
frame729.jpg,0,0,neither,train
frame730.jpg,0,0,neither,train
frame731.jpg,0,0,neither,train
frame732.jpg,0,0,neither,train
frame733.jpg,0,0,neither,train
frame734.jpg,1,1,both,train
frame735.jpg,1,1,both,train
frame736.jpg,1,1,both,train
frame737.jpg,0,0,neither,train
frame738.jpg,0,1,jerry,train
frame739.jpg,0,1,jerry,train
frame740.jpg,1,0,tom,train
frame741.jpg,1,0,tom,train
frame742.jpg,1,0,tom,train
frame743.jpg,0,0,neither,train
frame744.jpg,0,1,jerry,train
frame745.jpg,0,0,neither,train
frame746.jpg,1,0,tom,train
frame747.jpg,1,1,both,train
frame748.jpg,1,1,both,train
frame749.jpg,0,0,neither,train
frame750.jpg,0,0,neither,train
frame751.jpg,0,0,neither,train
frame752.jpg,0,0,neither,train
frame753.jpg,0,0,neither,train
frame754.jpg,1,1,both,train
frame755.jpg,1,1,both,train
frame756.jpg,1,1,both,train
frame757.jpg,1,1,both,train
frame758.jpg,1,1,both,train
frame759.jpg,1,1,both,train
frame760.jpg,1,1,both,train
frame761.jpg,1,1,both,train
frame762.jpg,1,1,both,train
frame763.jpg,1,1,both,train
frame764.jpg,1,1,both,train
frame765.jpg,1,1,both,train
frame766.jpg,1,1,both,train
frame767.jpg,1,1,both,train
frame768.jpg,1,1,both,train
frame769.jpg,0,1,jerry,train
frame770.jpg,1,0,tom,train
frame771.jpg,1,0,tom,train
frame772.jpg,1,1,both,train
frame773.jpg,1,0,tom,train
frame774.jpg,1,0,tom,train
frame775.jpg,1,0,tom,train
frame776.jpg,1,1,both,train
frame777.jpg,1,1,both,train
frame778.jpg,1,1,both,train
frame779.jpg,1,1,both,train
frame780.jpg,1,1,both,train
frame781.jpg,1,1,both,train
frame782.jpg,1,1,both,train
frame783.jpg,1,1,both,train
frame784.jpg,1,1,both,train
frame785.jpg,0,0,neither,train
frame786.jpg,0,0,neither,train
frame787.jpg,0,0,neither,train
frame788.jpg,0,0,neither,train
frame789.jpg,0,0,neither,train
frame790.jpg,0,0,neither,train
frame791.jpg,0,0,neither,train
frame792.jpg,0,0,neither,train
frame793.jpg,0,0,neither,train
frame794.jpg,0,0,neither,train
frame795.jpg,0,0,neither,train
frame796.jpg,0,0,neither,train
frame797.jpg,1,1,both,train
frame798.jpg,0,0,neither,train
frame799.jpg,0,1,jerry,train
frame800.jpg,0,1,jerry,test
frame801.jpg,0,1,jerry,test
frame802.jpg,0,0,neither,test
frame803.jpg,1,0,tom,test
frame804.jpg,1,0,tom,test
frame805.jpg,1,0,tom,test
frame806.jpg,1,0,tom,test
frame807.jpg,1,0,tom,test
frame808.jpg,1,0,tom,test
frame809.jpg,1,0,tom,test
frame810.jpg,1,0,tom,test
frame811.jpg,1,0,tom,test
frame812.jpg,1,0,tom,test
frame813.jpg,1,0,tom,test
frame814.jpg,1,0,tom,test
frame815.jpg,1,0,tom,test
frame816.jpg,1,0,tom,test
frame817.jpg,1,0,tom,test
frame818.jpg,1,0,tom,test
frame819.jpg,0,1,jerry,test
frame820.jpg,0,1,jerry,test
frame821.jpg,0,1,jerry,test
frame822.jpg,0,1,jerry,test
frame823.jpg,1,1,both,test
